customerID,tenure,MonthlyCharges,TotalCharges,Contract,InternetService,PaymentMethod,Churn
CUST35,18,22.722844934018667,-157.41991080977778,One year,Fiber optic,Bank transfer,No
CUST36,4,30.682316771935554,32.49749540594246,Month-to-month,No,Credit card,No
CUST37,60,145.82180452985398,8859.656431773423,Month-to-month,DSL,Credit card,No
CUST38,14,58.407821072064635,1057.7618449566708,Month-to-month,No,Credit card,No
CUST39,9,119.99900921895737,987.3588105535366,Month-to-month,Fiber optic,Credit card,Yes
CUST40,53,101.2062639510543,5281.646667982677,Two year,DSL,Credit card,Yes
CUST41,2,69.65215315487646,370.0844531609024,Two year,DSL,Electronic check,Yes
CUST42,60,46.73934408542216,2430.4123051862452,Month-to-month,DSL,Credit card,No
CUST43,71,35.78023436072284,2462.6924845747194,Month-to-month,Fiber optic,Electronic check,No
CUST44,44,99.95168584505267,4435.958955167329,Two year,DSL,Credit card,No
CUST45,8,120.70239148291243,1055.4628761203062,One year,DSL,Electronic check,Yes
CUST46,47,103.70755296034699,4772.293650498133,Month-to-month,No,Credit card,No
CUST47,35,88.93927732239058,3119.7629086248385,Month-to-month,DSL,Credit card,Yes
CUST48,36,25.453659046112715,418.6662549774598,Month-to-month,DSL,Credit card,Yes
CUST49,50,145.9035410872699,7163.5273718967255,Month-to-month,Fiber optic,Credit card,No
CUST50,4,123.8328449150947,586.0331221712722,Month-to-month,Fiber optic,Bank transfer,Yes
CUST51,2,58.06686477112542,-80.32507730868507,Month-to-month,Fiber optic,Credit card,No
CUST52,6,147.39614281665058,896.173701217823,Month-to-month,Fiber optic,Electronic check,Yes
CUST53,54,98.24460665272187,5394.58325940752,Month-to-month,Fiber optic,Bank transfer,No
CUST54,4,95.71494556694205,314.3499420962152,Month-to-month,Fiber optic,Bank transfer,Yes
CUST55,54,117.24951332583917,6365.56647379463,One year,DSL,Credit card,No
CUST56,63,125.53007245171788,7715.848051401304,One year,DSL,Electronic check,No
CUST57,18,105.34221895309534,1854.8376852165068,Month-to-month,Fiber optic,Electronic check,No
CUST58,44,36.652447027606,1734.7509031325085,Two year,DSL,Bank transfer,Yes
CUST59,34,63.97477577928479,2206.53696868937,Two year,Fiber optic,Electronic check,No
CUST60,62,140.65087324238647,8603.047887115174,Month-to-month,Fiber optic,Credit card,Yes
CUST61,14,49.20002953970075,733.6436944139691,Month-to-month,DSL,Credit card,Yes
CUST62,48,68.38171309887673,3425.2441868734068,One year,DSL,Credit card,Yes
CUST63,15,76.16999478274548,732.5616660256865,One year,DSL,Credit card,No
CUST64,62,77.12264866027878,5013.419029928465,Two year,Fiber optic,Credit card,Yes
CUST65,40,99.68214572428832,3920.034881235318,Two year,Fiber optic,Bank transfer,No
CUST66,53,142.599858906812,7642.890508709081,One year,Fiber optic,Credit card,No
CUST67,24,51.290052538225645,1470.410645646461,Month-to-month,DSL,Credit card,Yes
CUST68,26,35.79517891911935,656.3399124510099,Month-to-month,Fiber optic,Bank transfer,No
CUST69,60,45.67116368179185,2598.3816204220016,Month-to-month,No,Bank transfer,Yes
CUST70,41,135.30023702720504,5489.599978940266,Month-to-month,DSL,Bank transfer,No
CUST71,29,103.95540564517678,2857.956059485241,One year,Fiber optic,Electronic check,Yes
CUST72,15,57.16788260109082,1204.505554183724,Month-to-month,No,Electronic check,Yes
CUST73,45,126.07310206592024,5501.935174201052,One year,DSL,Credit card,Yes
CUST74,65,131.97809952724668,8467.467113373661,Month-to-month,Fiber optic,Credit card,Yes
CUST75,71,130.04686402973613,9274.205152431861,Month-to-month,DSL,Credit card,Yes
CUST76,9,139.46044937314207,1014.714139143061,Month-to-month,Fiber optic,Electronic check,Yes
CUST77,1,52.791332622537006,-26.344809728715767,Month-to-month,DSL,Credit card,Yes
CUST78,8,118.15545073701618,1008.7342581461645,One year,No,Credit card,Yes
CUST79,63,79.8701346456382,4965.246401798704,One year,Fiber optic,Electronic check,Yes
CUST80,11,129.459811875708,1405.3805588527982,Two year,Fiber optic,Bank transfer,No
CUST81,8,114.70378803100972,811.7638817584036,Month-to-month,Fiber optic,Electronic check,Yes
CUST82,35,120.9381680449642,3929.941819737594,Month-to-month,Fiber optic,Credit card,No
CUST83,35,105.30103889853929,3749.855003716723,Month-to-month,Fiber optic,Electronic check,Yes
CUST84,33,43.06574003106189,1772.1560353544908,Month-to-month,No,Bank transfer,No
CUST85,5,90.85349945660198,457.9478234396975,Two year,No,Bank transfer,No
CUST86,41,148.00706613818608,6113.342535115139,One year,Fiber optic,Bank transfer,Yes
CUST87,28,141.86044864462548,4110.637113072886,Two year,No,Bank transfer,No
CUST88,7,25.612585653611518,-74.5779997340592,Month-to-month,Fiber optic,Bank transfer,Yes
CUST89,12,41.425926044826824,837.614044163843,Two year,Fiber optic,Bank transfer,No
CUST90,34,37.12474054909305,1302.706937953724,Month-to-month,Fiber optic,Credit card,No
CUST91,33,114.37738829808842,4100.825193654739,Two year,DSL,Credit card,Yes
CUST92,48,126.31209288140286,5916.373859202539,Month-to-month,DSL,Electronic check,No
CUST93,23,47.756477620387344,1462.0113697804738,Month-to-month,DSL,Credit card,Yes
CUST94,62,85.76085008373776,5472.203803998698,Month-to-month,Fiber optic,Bank transfer,Yes
CUST95,37,129.291393641456,4894.389581904344,Two year,DSL,Credit card,Yes
CUST96,44,115.26420081961258,5118.429726933583,Month-to-month,Fiber optic,Electronic check,No
CUST97,35,90.49083671394028,3117.47356137302,Month-to-month,No,Bank transfer,No
CUST98,65,96.74519975964047,6528.544316071406,Two year,DSL,Credit card,No
CUST99,47,86.0868710991164,4074.15491562808,Month-to-month,Fiber optic,Credit card,Yes
CUST100,3,58.681298671446676,-217.37004470309046,Month-to-month,DSL,Electronic check,Yes
CUST101,1,93.4528590716721,-129.98443326972838,Month-to-month,DSL,Bank transfer,No
CUST102,5,109.55508926651179,510.6062958940094,Month-to-month,Fiber optic,Electronic check,Yes
CUST103,14,133.53197906190502,1931.447503499781,Two year,Fiber optic,Bank transfer,No
CUST104,27,102.71787601730225,2762.064954687182,One year,Fiber optic,Bank transfer,Yes
CUST105,9,118.94579981561054,1314.3063562992277,Month-to-month,DSL,Credit card,Yes
CUST106,15,40.80931254409449,221.91931535369235,Two year,Fiber optic,Electronic check,Yes
CUST107,42,80.00247167457269,3388.821397633085,Month-to-month,DSL,Electronic check,No
CUST108,51,21.21311057752213,718.2727943761977,Month-to-month,DSL,Electronic check,Yes
CUST109,63,52.06825238781099,3432.2423595289265,Month-to-month,DSL,Bank transfer,Yes
CUST110,52,114.44002296469063,5931.989451275512,Month-to-month,DSL,Electronic check,Yes
CUST111,4,148.93529367541726,679.6631691064927,Month-to-month,DSL,Bank transfer,Yes
CUST112,23,32.89315294633807,583.7659256478224,Two year,DSL,Electronic check,Yes
CUST113,15,72.19426106196747,1338.8069022610623,One year,No,Electronic check,Yes
CUST114,43,124.00922593089074,5540.741647840072,Month-to-month,DSL,Credit card,No
CUST115,29,46.52463250175685,1465.9232031533263,Month-to-month,DSL,Electronic check,Yes
CUST116,36,92.1610434092972,3291.8941133620115,One year,DSL,Credit card,No
CUST117,13,115.29926848385773,1614.861947349177,Two year,Fiber optic,Credit card,No
CUST118,32,100.07810853382327,3061.1209594848747,Two year,DSL,Bank transfer,Yes
CUST119,71,44.4432155000041,3326.579432304434,Month-to-month,No,Electronic check,Yes
CUST120,59,66.19999392914613,4235.695820684406,One year,No,Electronic check,No
CUST121,28,121.89293198310163,3627.124207522683,Month-to-month,DSL,Electronic check,Yes
CUST122,66,92.04944683716217,5929.342997291221,Month-to-month,Fiber optic,Credit card,Yes
CUST123,42,20.679849760578655,940.8371533989241,Month-to-month,DSL,Electronic check,Yes
CUST124,45,118.9287988036522,5093.167637412619,Month-to-month,Fiber optic,Bank transfer,Yes
CUST125,62,24.59047614223108,1639.0875830534621,Month-to-month,Fiber optic,Bank transfer,Yes
CUST126,57,116.94539175506017,6756.008012610937,Month-to-month,DSL,Electronic check,No
CUST127,6,46.322472821480865,-96.0284309775476,Month-to-month,DSL,Credit card,No
CUST128,28,144.54955241551943,3815.030698852071,One year,Fiber optic,Bank transfer,Yes
CUST129,28,67.83229766927099,1842.6765553908342,Month-to-month,Fiber optic,Bank transfer,Yes
CUST130,44,62.50111012395028,2689.8768960256475,Month-to-month,DSL,Credit card,Yes
CUST131,30,39.35544654321781,938.7680092127732,Month-to-month,Fiber optic,Bank transfer,Yes
CUST132,62,59.72854801372794,3780.965722721569,Two year,Fiber optic,Credit card,Yes
CUST133,62,133.96459903766606,8356.0998621234,Month-to-month,No,Bank transfer,Yes
CUST134,1,149.52346389154215,110.66963749583829,Month-to-month,DSL,Credit card,Yes
CUST135,27,67.88023896589029,1681.6081520473651,Month-to-month,Fiber optic,Bank transfer,Yes
CUST136,62,78.31938202409054,5065.543110776926,One year,Fiber optic,Electronic check,Yes
CUST137,3,113.86922196635581,672.6890885167265,Two year,DSL,Bank transfer,No
CUST138,70,135.2054514604597,9367.669305462872,Month-to-month,Fiber optic,Bank transfer,Yes
CUST139,27,97.09576344428194,2499.152229564648,Month-to-month,Fiber optic,Electronic check,No
CUST140,9,70.89834076311782,736.3265999504597,Two year,No,Electronic check,Yes
CUST141,62,73.64083931032108,4494.12616129051,Month-to-month,DSL,Electronic check,Yes
CUST142,37,110.43035904458489,4058.0438445169943,One year,Fiber optic,Electronic check,Yes
CUST143,51,20.418374268556228,1189.267718041302,Month-to-month,DSL,Credit card,Yes
CUST144,44,100.54661386977929,4042.179792768831,Month-to-month,No,Credit card,Yes
CUST145,24,66.21409135737646,1852.798657547569,Month-to-month,DSL,Bank transfer,No
CUST146,59,123.24565306602095,7286.029635761104,Month-to-month,No,Bank transfer,No
CUST147,32,32.08878317700718,944.5424327517937,One year,No,Bank transfer,Yes
CUST148,52,96.46629470329077,4998.40049372683,Two year,DSL,Credit card,Yes
CUST149,62,82.52647568519609,5109.127363486261,Month-to-month,No,Bank transfer,Yes
CUST150,58,103.50231836767956,5656.894204636429,One year,No,Bank transfer,Yes
CUST151,52,28.430967282785886,1777.3979441955134,Month-to-month,DSL,Credit card,Yes
CUST152,12,95.39789236565707,1153.0398348420085,Month-to-month,Fiber optic,Bank transfer,Yes
CUST153,39,92.99299643473809,3715.3272870442606,Month-to-month,Fiber optic,Credit card,Yes
CUST154,2,92.88581227410222,376.08157866301303,Two year,DSL,Credit card,Yes
CUST155,3,98.45339665753913,91.12769846055733,One year,DSL,Electronic check,Yes
CUST156,56,107.94083183942709,6139.380962814963,One year,DSL,Electronic check,Yes
CUST157,59,124.64856995850006,7300.737409371745,One year,DSL,Credit card,Yes
CUST158,2,55.07669361666787,279.50754227663447,One year,Fiber optic,Credit card,No
CUST159,2,127.25642332340807,-170.93263742348293,Two year,DSL,Electronic check,Yes
CUST160,54,84.77323869424897,4557.936029441191,One year,No,Bank transfer,No
CUST161,1,30.01757628746305,-90.54655486932927,Two year,Fiber optic,Bank transfer,No
CUST162,19,27.611620801717294,611.0733853594596,Month-to-month,DSL,Bank transfer,No
CUST163,2,63.45098143048791,220.91080033461623,Month-to-month,Fiber optic,Credit card,No
CUST164,53,122.03660702449078,6326.414993333606,Month-to-month,Fiber optic,Electronic check,No
CUST165,44,111.99852151631904,4785.50017388283,Month-to-month,No,Bank transfer,No
CUST166,32,122.51994540741283,3898.505179325745,Month-to-month,DSL,Electronic check,Yes
CUST167,70,87.24497733740921,5927.8199681556025,Month-to-month,DSL,Electronic check,Yes
CUST168,32,77.22586973421377,2639.624570585266,One year,No,Credit card,No
CUST169,68,39.16882847181691,2589.6388959940605,Month-to-month,No,Bank transfer,No
CUST170,55,62.6650579692105,2865.180544442249,Month-to-month,Fiber optic,Electronic check,No
CUST171,56,76.42251760260379,4204.696574421451,Month-to-month,Fiber optic,Credit card,No
CUST172,17,31.51805585835024,328.09818542315963,Two year,DSL,Credit card,No
CUST173,38,48.67955385245746,1523.5678833011943,Month-to-month,Fiber optic,Credit card,No
CUST174,24,97.76928822828604,2098.9775898343505,Month-to-month,DSL,Bank transfer,No
CUST175,69,115.63620485109467,8000.779829092126,One year,DSL,Bank transfer,No
CUST176,70,149.78517648108345,10750.690519325488,One year,No,Credit card,No
CUST177,11,141.3047330746625,1616.9889585942833,Month-to-month,DSL,Bank transfer,No
CUST178,16,103.5334759395749,1535.2349373900504,Month-to-month,Fiber optic,Bank transfer,No
CUST179,59,74.76224692822936,4502.153407799672,Month-to-month,No,Electronic check,No
CUST180,70,102.70305741207025,7097.39595680112,Two year,DSL,Credit card,Yes
CUST181,3,122.13471035043015,227.48405721866152,Month-to-month,No,Credit card,Yes
CUST182,20,35.38370482004035,476.8015627542101,Month-to-month,No,Bank transfer,No
CUST183,59,73.28763566051748,3973.6047426201876,Month-to-month,Fiber optic,Credit card,Yes
CUST184,36,129.17429713263024,4572.2899554628,Month-to-month,DSL,Credit card,Yes
CUST185,19,69.89828375129572,1359.678089258645,One year,DSL,Credit card,Yes
CUST186,67,94.34339525953425,6301.682748385817,Month-to-month,Fiber optic,Bank transfer,No
CUST187,19,96.41001691208577,1748.5969357401577,Month-to-month,DSL,Bank transfer,No
CUST188,20,43.981912907373115,690.489046008106,Month-to-month,DSL,Bank transfer,No
CUST189,71,67.09060741479749,4885.082364787616,Month-to-month,No,Electronic check,No
CUST190,52,63.48646753645118,3037.8699279061443,Month-to-month,DSL,Credit card,Yes
CUST191,33,23.405572109168425,927.5894623712531,One year,Fiber optic,Electronic check,Yes
CUST192,40,23.144929305876182,725.3537684497024,One year,DSL,Bank transfer,Yes
CUST193,39,128.12061567785054,4846.216963965564,Two year,Fiber optic,Electronic check,No
CUST194,1,55.49920529646561,-237.85783282666978,Two year,No,Credit card,Yes
CUST195,11,87.350239611046,860.5722063443787,One year,DSL,Credit card,No
CUST196,57,58.834324566540495,3548.618991988404,Month-to-month,DSL,Bank transfer,Yes
CUST197,50,142.28830186499425,7217.540710938503,One year,Fiber optic,Bank transfer,Yes
CUST198,23,53.708578652550585,1430.9817314142704,One year,Fiber optic,Electronic check,No
CUST199,31,75.85538565606156,2455.9454645246956,One year,Fiber optic,Bank transfer,Yes
CUST200,42,133.45493256299824,5384.373201939852,Month-to-month,DSL,Electronic check,No
CUST201,7,129.45136368293512,840.0017009150343,Month-to-month,DSL,Credit card,Yes
CUST202,16,44.19318432001605,551.0511232967642,One year,No,Credit card,Yes
CUST203,60,124.34363027344236,7726.732797214349,One year,No,Credit card,Yes
CUST204,2,79.56429527592604,-80.22913873341022,Two year,Fiber optic,Credit card,Yes
CUST205,1,82.78595337109618,261.52549124891834,Month-to-month,No,Credit card,No
CUST206,48,37.35239641407269,1971.505801897243,Month-to-month,Fiber optic,Electronic check,Yes
CUST207,12,30.478196788426203,731.6624018043319,Month-to-month,Fiber optic,Credit card,Yes
CUST208,69,114.63210990658948,7827.678265028775,One year,DSL,Electronic check,Yes
CUST209,37,84.53994980618897,3270.4425747450246,Month-to-month,Fiber optic,Credit card,Yes
CUST210,32,76.79059133997333,2913.629290186915,Month-to-month,Fiber optic,Electronic check,No
CUST211,9,114.83606972481158,909.9962921365649,Two year,DSL,Electronic check,Yes
CUST212,19,119.51667686884427,1963.8088110015694,Month-to-month,Fiber optic,Electronic check,Yes
CUST213,48,40.65806179701596,1575.5849594752135,One year,Fiber optic,Bank transfer,No
CUST214,3,99.32926943209337,440.53021406854634,Month-to-month,Fiber optic,Electronic check,Yes
CUST215,20,37.59603069609912,375.29057231026565,One year,Fiber optic,Electronic check,Yes
CUST216,24,117.67876118377593,2749.826457823038,Month-to-month,No,Credit card,Yes
CUST217,54,105.40417031472813,5779.287834403111,Two year,DSL,Electronic check,No
CUST218,33,144.35990074084953,4800.911831814017,Two year,Fiber optic,Electronic check,No
CUST219,24,28.964542126334756,780.2379838688687,Month-to-month,Fiber optic,Bank transfer,No
CUST220,36,27.41711374966306,1031.474066148041,Month-to-month,Fiber optic,Credit card,No
CUST221,38,56.68431971011602,2409.7773116470876,Month-to-month,DSL,Bank transfer,Yes
CUST222,25,54.02173888566777,1160.080195993935,One year,DSL,Bank transfer,No
CUST223,18,52.10724387935998,802.5313621367734,Two year,No,Bank transfer,No
CUST224,66,137.81309546773477,8941.13241181633,Month-to-month,Fiber optic,Electronic check,No
CUST225,54,52.44100598043579,2997.8526853160547,One year,No,Bank transfer,Yes
CUST226,35,55.35346439672203,2117.450971564284,Month-to-month,Fiber optic,Bank transfer,Yes
CUST227,61,118.72177411433528,7332.273284838154,One year,Fiber optic,Credit card,No
CUST228,41,78.4661795185702,3453.812093639364,Two year,No,Credit card,No
CUST229,33,120.97237240417356,3756.4801158624514,Month-to-month,Fiber optic,Credit card,Yes
CUST230,68,28.497600483370082,2271.281655179393,Month-to-month,DSL,Credit card,Yes
CUST231,33,83.38425517753996,3056.32814520127,Month-to-month,Fiber optic,Bank transfer,Yes
CUST232,14,24.369768023826744,488.30115178272376,Month-to-month,No,Credit card,No
CUST233,21,28.14491644919609,947.4030271873298,Month-to-month,DSL,Electronic check,No
CUST234,48,137.8368689347734,6284.845067333568,Month-to-month,DSL,Bank transfer,Yes
CUST235,20,38.10189824528737,657.1483376532171,Month-to-month,DSL,Credit card,No
CUST236,8,89.21468869577822,566.6568174298353,Month-to-month,No,Bank transfer,No
CUST237,7,73.44242833809184,658.3928631181116,Month-to-month,DSL,Credit card,Yes
CUST238,67,65.15463241364955,4155.33222379409,Month-to-month,Fiber optic,Bank transfer,No
CUST239,17,136.97833493934542,2480.1307238363693,Month-to-month,Fiber optic,Credit card,Yes
CUST240,33,22.837041580813636,1027.7296009661927,One year,Fiber optic,Electronic check,No
CUST241,48,106.29265920282658,5241.088221752476,One year,Fiber optic,Credit card,Yes
CUST242,59,145.24127644776155,8625.98551515023,Month-to-month,DSL,Bank transfer,Yes
CUST243,22,92.82186385003945,1844.506336520718,Month-to-month,Fiber optic,Bank transfer,Yes
CUST244,30,141.78692006430194,4084.2374087039857,One year,Fiber optic,Electronic check,Yes
CUST245,38,26.79352430718309,1268.0777047322908,Two year,No,Bank transfer,No
CUST246,51,74.44313147964098,3952.4695062427563,Month-to-month,DSL,Electronic check,Yes
CUST247,54,53.82051282506665,2898.5037886780906,Month-to-month,No,Bank transfer,Yes
CUST248,8,115.00672544749487,836.4718944267809,Month-to-month,Fiber optic,Bank transfer,No
CUST249,27,147.56862176464207,3579.1912130230603,Month-to-month,No,Electronic check,Yes
CUST250,27,53.34890811775222,1226.2500354424221,Month-to-month,Fiber optic,Bank transfer,Yes
CUST251,21,105.04269819162968,2588.1804794521677,Month-to-month,Fiber optic,Bank transfer,No
CUST252,30,45.75269225876622,1116.489653562493,One year,No,Electronic check,No
CUST253,28,93.4929330943093,2655.6980908848764,Month-to-month,No,Credit card,Yes
CUST254,64,80.3112232694837,5341.407083885997,Month-to-month,Fiber optic,Electronic check,Yes
CUST255,69,146.36069285209982,9847.90327319443,Month-to-month,DSL,Bank transfer,No
CUST256,61,99.10854545054065,6082.563367439196,Month-to-month,DSL,Credit card,Yes
CUST257,48,65.43582837128645,3328.5028693238805,Month-to-month,DSL,Credit card,Yes
CUST258,19,34.83245203543134,664.3164530546454,Month-to-month,DSL,Credit card,Yes
CUST259,4,39.66208773554149,732.3289620755196,Two year,DSL,Electronic check,Yes
CUST260,35,49.29120089366056,1391.4721795024807,Month-to-month,No,Credit card,No
CUST261,64,52.625665974238736,3579.788328328055,One year,DSL,Credit card,No
CUST262,49,130.5800875193479,6363.863940968755,Two year,Fiber optic,Credit card,No
CUST263,17,92.95896247672825,1734.6863930717152,Month-to-month,DSL,Bank transfer,No
CUST264,44,88.04081847866763,3962.0574434012246,Month-to-month,DSL,Electronic check,Yes
CUST265,30,34.91995334299827,900.9673608679487,Month-to-month,DSL,Electronic check,Yes
CUST266,46,131.81816013542655,6109.434644721489,Two year,DSL,Bank transfer,No
CUST267,6,113.96585941710288,312.2148662229598,Two year,Fiber optic,Credit card,Yes
CUST268,37,28.796887047000205,1186.1343208532862,One year,No,Bank transfer,Yes
CUST269,24,112.01856263986993,2748.0771965549834,Month-to-month,DSL,Bank transfer,No
CUST270,46,90.65996825454398,4298.090573437643,One year,Fiber optic,Credit card,No
CUST271,53,30.624294947081175,1834.7112972127325,Month-to-month,Fiber optic,Credit card,Yes
CUST272,60,79.57908339872534,4848.268971965463,Month-to-month,No,Electronic check,No
CUST273,63,83.0105173269061,5259.2804755547395,Month-to-month,Fiber optic,Credit card,No
CUST274,32,41.55069022122585,1153.4084197469688,Month-to-month,Fiber optic,Bank transfer,Yes
CUST275,33,142.9407591100367,4574.600897901401,One year,Fiber optic,Bank transfer,No
CUST276,67,130.49679829248606,8980.632409632033,Month-to-month,No,Credit card,Yes
CUST277,18,106.97290385278409,2212.7793504913093,Month-to-month,DSL,Electronic check,Yes
CUST278,25,80.09842293007894,1954.8384859895627,Month-to-month,Fiber optic,Bank transfer,No
CUST279,54,73.5295204059861,3979.7946513739043,Two year,No,Credit card,No
CUST280,58,104.62655072962404,5887.417067319441,One year,Fiber optic,Electronic check,Yes
CUST281,67,90.90614302289771,6325.262951587635,Month-to-month,Fiber optic,Electronic check,Yes
CUST282,46,28.09550376464513,1425.4765379120317,Month-to-month,Fiber optic,Bank transfer,Yes
CUST283,24,86.62534434014312,2467.2517514561846,Month-to-month,DSL,Bank transfer,Yes
CUST284,32,124.83247024026913,3818.9744322526644,Two year,Fiber optic,Electronic check,Yes
CUST285,47,79.70118408760455,3670.3540723137703,Month-to-month,Fiber optic,Electronic check,Yes
CUST286,23,26.754355082054893,661.639351392377,Month-to-month,Fiber optic,Electronic check,Yes
CUST287,66,122.21616591992431,8195.564858260159,Month-to-month,Fiber optic,Credit card,Yes
CUST288,27,46.17729167767667,1203.6533477877438,Month-to-month,No,Bank transfer,Yes
CUST289,2,53.62070853544504,-67.35080101985001,One year,DSL,Electronic check,No
CUST290,17,41.41182594619846,880.282546870088,Month-to-month,Fiber optic,Bank transfer,Yes
CUST291,33,62.927958433294684,2220.8497008078407,Month-to-month,Fiber optic,Bank transfer,Yes
CUST292,9,118.37769573952255,882.144441542958,Month-to-month,Fiber optic,Bank transfer,No
CUST293,43,87.52016173551185,4034.4555148481086,Month-to-month,DSL,Electronic check,No
CUST294,48,46.63456563959264,2472.4988925397674,Two year,Fiber optic,Credit card,Yes
CUST295,39,134.1179101597653,5257.457795680405,Month-to-month,No,Electronic check,Yes
CUST296,42,134.3456411436988,5658.4365005105565,Two year,Fiber optic,Bank transfer,No
CUST297,26,133.1751952559809,3573.3666308786846,One year,No,Electronic check,Yes
CUST298,50,51.04350747960011,2379.834759928754,Month-to-month,No,Electronic check,No
CUST299,25,78.66111474352846,1972.534164421028,Month-to-month,DSL,Bank transfer,Yes
CUST300,24,148.04865529831375,3122.6910182376937,Month-to-month,DSL,Bank transfer,Yes
CUST301,13,120.36162192029875,1739.9922140644708,One year,No,Electronic check,Yes
CUST302,60,23.531764759322776,1099.6072410709949,Month-to-month,No,Electronic check,No
CUST303,7,28.476596863863968,500.0201437328476,Month-to-month,DSL,Electronic check,No
CUST304,57,80.31107898560326,4511.707483386095,Month-to-month,DSL,Electronic check,Yes
CUST305,36,138.19862676200282,4932.817167045866,One year,DSL,Credit card,No
CUST306,45,90.03123373385284,3925.858736806477,Month-to-month,No,Electronic check,Yes
CUST307,20,84.71562604445774,1636.7047461047393,Month-to-month,DSL,Credit card,Yes
CUST308,65,33.711580994361974,2474.959033663136,Month-to-month,Fiber optic,Bank transfer,No
CUST309,8,105.38141361415822,345.4895776062499,Month-to-month,No,Credit card,Yes
CUST310,16,126.87341087802932,2285.367651266107,One year,DSL,Bank transfer,No
CUST311,14,69.45460097598311,1039.9691098841051,Month-to-month,Fiber optic,Credit card,No
CUST312,15,120.82954062029258,1571.0387797329454,One year,DSL,Bank transfer,No
CUST313,66,145.38196500710552,9380.147211859117,One year,No,Electronic check,No
CUST314,32,46.48963968659958,1822.9470754128272,Month-to-month,DSL,Credit card,Yes
CUST315,63,88.03285205531637,5356.968303496385,One year,Fiber optic,Credit card,Yes
CUST316,51,57.32793455099482,2693.0545599815437,Month-to-month,Fiber optic,Bank transfer,Yes
CUST317,25,123.07107447439911,3304.239770332924,Month-to-month,DSL,Bank transfer,Yes
CUST318,58,95.08713756455047,5582.76455400111,One year,DSL,Credit card,No
CUST319,63,102.49571428153949,6269.644884429708,Month-to-month,Fiber optic,Bank transfer,Yes
CUST320,62,123.72884075006623,7714.51312158503,One year,DSL,Electronic check,No
CUST321,22,71.47616144611914,1367.3250150865656,Month-to-month,No,Credit card,Yes
CUST322,58,138.96170889291562,8279.943395473627,Two year,No,Electronic check,No
CUST323,58,89.29375274199819,5391.311852010522,Month-to-month,Fiber optic,Credit card,No
